,sentence,prediction,targets,confidence
658,(For UK based suppliers) They pay their employees at least the national minimum wage / national living wage (as appropriate),0,0,0.6637396362883922
659,(For international suppliers) They pay their employees any prevailing minimum wage applicable within their country of operations,0,0,0.6557517687795192
660,We may terminate the contract at any time should any instances of modern slavery come to light,0,0,0.5133330200464779
661,Training for staff We conduct training for our Purchasing team so that they understand the signs of modern slavery and what to do if they suspect that it is taking place within our supply chain,0,0,0.5451409499468503
662,"We have added modern slavery to our employee handbook, which is reviewed by all new starters as part of onboarding",1,0,0.6032719504760499
663,"ABOUT VITALITY Our Business Companies in the Vitality Group are involved in the provision and distribution of private medical insurance, life/protection insurance, motor insurance and investment products to members based in the United Kingdom",0,0,0.6019800635737403
664,"Our insurance plans are purchased by private individuals, small to medium enterprises and large corporate customers",0,0,0.6456962444592803
665,All our life and health insurance plans include our wellness programme that helps our members understand their health along with access to tools that support healthy behaviours and rewards them for making healthier lifestyle choices,0,0,0.6569687977093767
666,"Vitality has a broad range of distribution channels which includes direct to consumer, intermediated and online sales",0,0,0.6105481893116668
667,"Where we market our products through intermediaries, they are authorised and regulated by the Financial Conduct Authority",0,0,0.6027215987649355
668,Our company structure The Vitality Group in the United Kingdom consists of the following companies,0,0,0.6045037670797409
669,Discovery Group Europe Limited,0,0,0.6619806348713836
670,Discovery Holdings Europe Limited,0,0,0.6622485248186779
671,Vitality Corporate Services Limited,0,0,0.6710639145591133
672,Vitality Health Limited,0,0,0.6612879030503298
673,Vitality Life Limited,0,0,0.6780151463995325
674,Vitality Health Insurance Limited,0,0,0.6618145497640436
675,Vitality Invest Trustee Company Limited,0,0,0.659215482843935
676,Vitality Healthy Workplace Limited,0,0,0.6183554331438297
677,Better Health Insurance Advice Limited,0,0,0.5980580668164366
678,These firms are owned by the Discovery Group which is based in South Africa,0,0,0.6332418699323226
679,"We employ around 2,500 employees across a number of locations in the United Kingdom and our primary offices are in Bournemouth, London, Croydon and Stockport",0,0,0.6398680775215204
680,"We employ around 2,500 employees across a number of locations in the United Kingdom and our primary offices are in Bournemouth, London, Croydon and Stockport",0,0,0.6398680775215204
681,The Group turnover is more than 500m and we insure more than 1.5 million customers,0,0,0.5793627971932142
682,Our recruitment processes comply with UK employment and regulatory laws,0,0,0.6057145429997755
683,We ensure that new recruits are eligible to work in the UK and we carry out due diligence and background checks,0,0,0.6502699201240937
684,"All employees are provided with an employment contract, and we periodically benchmark our salaries and benefits to ensure they remain competitive",0,0,0.6410908001462696
685,This means suppliers must,0,0,0.6361868701695751
686,"Not use slave labour, illegal child labour or forced labour",1,0,0.5653713833677436
687,Ensure that the overall terms of employment are voluntary,1,0,0.5100804007122133
688,"Follow all local employment laws regarding minimum age requirements, wages, overtime benefits and the number of hours worked in a seven-day week",0,0,0.5951868022130294
689,From time to time certify that they conform to the expectations above,0,0,0.5372526042154826
690,Be able to demonstrate compliance with our policies at the request and satisfaction of Vitality,0,0,0.6897937989141352
691,Vitality will promptly and thoroughly investigate any claim or indication that a supplier is engaging in human trafficking or slave,0,0,0.5687618470883172
692,labour,0,0,0.6533418459960545
693,Vitality will provide ongoing training to relevant employees on the law and Vitalitys approach to human trafficking and slavery,0,0,0.5550151158520822
