sentence_id,statement_id,sentence,prediction
9607,SID_322,"ENMAX Structure & Activities COMPANY OVERVIEW The ENMAX group of companies is a leading provider of electricity services, products, and solutions",signature
9608,SID_322,"We are headquartered in Calgary, Alberta with operations across Alberta and Maine",approval
9608,SID_322,"We are headquartered in Calgary, Alberta with operations across Alberta and Maine",signature
9609,SID_322,"Through our subsidiaries, ENMAX Power Corporation and Versant Power, we own and operate transmission and distribution utilities to safely and reliably deliver electricity to customers in Calgary and northern and eastern Maine",signature
9610,SID_322,"Through ENMAX Energy Corporation, ENMAX owns and operates power generation facilities and offers a range of innovative electricity and natural gas products and services to residential, commercial, and industrial customers across Alberta",signature
9612,SID_322,"ENMAX headquarters is in Calgary, in southern Alberta, the traditional territory of the Blackfoot Confederacy, comprised of the Siksika, Kainai, Piikani, and Amskapi Piikuni Nations; the Tsuutina Nation; and the yrheNakoda Nations of Chiniki, Bearspaw, and Goodstoney; and home to citizens of the Mtis Nation, as well as many diverse Indigenous people who have made the city their home",approval
9612,SID_322,"ENMAX headquarters is in Calgary, in southern Alberta, the traditional territory of the Blackfoot Confederacy, comprised of the Siksika, Kainai, Piikani, and Amskapi Piikuni Nations; the Tsuutina Nation; and the yrheNakoda Nations of Chiniki, Bearspaw, and Goodstoney; and home to citizens of the Mtis Nation, as well as many diverse Indigenous people who have made the city their home",signature
9618,SID_322,Our ENMAX Power business is subject to the oversight of the Alberta Utilities Commission,signature
9623,SID_322,It is fully regulated by the Maine Public Utilities Commission and the Federal Energy Regulatory Commission,signature
9636,SID_322,"OUR SHAREHOLDER RELATIONSHIP ENMAX Corporation is a private corporation, incorporated under the Alberta Business Corporations Act, and our sole shareholder is The City of Calgary",approval
9638,SID_322,"OUR WORKFORCE In 2023, ENMAXs total Canadian workforce consists of 1,681 employees",approval
9641,SID_322,"ENMAX Supply Chain To support ENMAXs corporate, capital, and operational core functions, our supply chain department operates in a centralized manner, procuring materials and services for all parts of our business, including the regulated power business, competitive generation, retail services, and corporate functions in Canada",signature
9641,SID_322,"ENMAX Supply Chain To support ENMAXs corporate, capital, and operational core functions, our supply chain department operates in a centralized manner, procuring materials and services for all parts of our business, including the regulated power business, competitive generation, retail services, and corporate functions in Canada",c1 (reporting entity)
9642,SID_322,"ENMAXs supply chains consist of local, national, and international third-party goods and services providers who support our business",signature
9642,SID_322,"ENMAXs supply chains consist of local, national, and international third-party goods and services providers who support our business",c1 (reporting entity)
9643,SID_322,"MAJOR PURCHASE CATEGORIES Electrical Instrumentation Material and Equipment Field Services Information Technology Construction Services Power Generation Material and Services Professional Services Direct Trades Vehicle Fleet Fuels, Chemicals and Gases SUPPLIER LANDSCAPE In 2023, ENMAX purchased products and services from approximately 1,200 tier one (direct) suppliers",signature
9643,SID_322,"MAJOR PURCHASE CATEGORIES Electrical Instrumentation Material and Equipment Field Services Information Technology Construction Services Power Generation Material and Services Professional Services Direct Trades Vehicle Fleet Fuels, Chemicals and Gases SUPPLIER LANDSCAPE In 2023, ENMAX purchased products and services from approximately 1,200 tier one (direct) suppliers",c1 (reporting entity)
